artist,song,genre,rock,hiphop,country
acdc,thunderstruck,rock,0.035859080597864676,3.4285567352591984e-22,0.9641409194020298
acdc,high_voltage,rock,0.999999999990905,8.980975201077532e-22,9.147106660311497e-12
acdc,shot_down_in_flames,rock,5.904614508337024e-11,8.349717750782157e-14,0.9999999999408828
acdc,dt,rock,0.6466570715459814,0.0654443213614677,0.28789860709255183
acdc,she_likes_rock_n_roll,rock,0.6996352111871463,8.968972336393453e-41,0.3003647888129741
acdc,back_in_black,rock,2.3902989219590305e-05,2.459099643368297e-09,0.999976094551743
acdc,giving_the_dog_a_bone,rock,0.0001603074835670884,3.3832348601376634e-10,0.9998396921781374
acdc,furor,rock,0.9999836619988383,8.075852544912358e-15,1.633800119005845e-05
acdc,back_seat_confidential,rock,3.495545540558471e-09,1.4068737389337915e-16,0.9999999965044708
acdc,rocker,rock,0.5082798259295356,0.000490991622667203,0.49122918244780994
acdc,girls_got_rhythm,rock,3.1115489933505206e-10,1.4871247133209834e-16,0.9999999996889528
acdc,have_a_drink_on_me,rock,4.688287029231356e-12,5.78642011476146e-23,0.9999999999952252
acdc,let_me_put_my_love_into_you,rock,0.20956530076739127,5.059185114032706e-07,0.7904341933140437
acdc,shoot_to_thrill,rock,0.9986473808763372,1.9564393096674255e-05,0.0013330547305097468
acdc,boogie_man,rock,7.57925991004058e-05,2.2926993620892017e-08,0.999924184473937
acdc,caught_with_your_pants_down,rock,1.7590185103167977e-11,1.9238805176285037e-11,0.9999999999631655
acdc,the_honey_roll,rock,0.0003676266530972839,9.256648073322858e-12,0.9996323733376926
acdc,whiskey_on_the_rocks,rock,1.8648421875244357e-14,2.311457983387908e-17,1.0
acdc,go_zone,rock,0.9828603527421328,8.618998411112283e-11,0.017139647171776178
acdc,kissin_dynamite,rock,0.0007121278773730721,9.771396801980347e-12,0.9992878721129422
acdc,some_sin_for_nuthin,rock,0.9830025759314279,4.126657402648006e-12,0.01699742406452561
acdc,twos_up,rock,1.8658209235745852e-06,1.0527234712107412e-14,0.9999981341790443
acdc,big_balls,rock,0.059565828999178505,2.3948082299486967e-11,0.9404341709768913
acdc,dirty_deeds_done_dirt_cheap,rock,5.871624651395248e-07,7.993576668299838e-18,0.9999994128374415
acdc,brain_shake,rock,0.9999999754322747,2.664019561618874e-16,2.456768517732745e-08
acdc,deep_in_the_hole,rock,0.0009218009655845024,2.3522679755480748e-15,0.9990781990344586
acdc,guns_for_hire,rock,0.05947986034156778,0.00020390403265283056,0.9403162356257901
acdc,fly_on_the_wall,rock,0.09121303034832953,8.261005039177506e-08,0.9087868870415755
acdc,playing_with_girls,rock,2.551529470875821e-10,3.0065876933007256e-15,0.9999999997448867
acdc,send_for_the_man,rock,0.8955612422789351,9.671561505964019e-06,0.1044290861595908
acdc,shake_your_foundations,rock,0.0006062248995988014,2.593470368407136e-06,0.9993911816301341
acdc,sink_the_pink,rock,2.778542737419052e-08,2.11093275927655e-16,0.9999999722144824
acdc,evil_walks,rock,0.9984943760216485,1.0187036831932366e-16,0.0015056239782567698
acdc,inject_the_venom,rock,0.9999998178384596,1.691179165862442e-12,1.8215978298860994e-07
acdc,lets_get_it_up,rock,9.497324674554915e-06,1.2557409553735685e-10,0.9999905025498166
acdc,night_of_the_long_knives,rock,0.7371102749856746,6.010009057005297e-11,0.26288972495420854
acdc,put_the_finger_on_you,rock,2.5667929697987653e-09,9.875321591455445e-12,0.9999999974234015
acdc,highway_to_hell,rock,0.0012745149743376605,1.0232991218864595e-14,0.9987254850256972
acdc,love_hungry_man,rock,0.9983664963739423,1.392881337975805e-12,0.001633503624664459
acdc,night_prowler,rock,0.002025782203934354,7.98862333095688e-28,0.9979742177960212
acdc,borrowed_time,rock,2.2740257364986913e-05,1.7430905882045572e-16,0.999977259742576
acdc,carry_me_home,rock,1.101230825531482e-06,8.211669681644362e-34,0.9999988987689601
acdc,cold_hearted_man,rock,0.0014952000438134398,5.139687034043825e-19,0.9985047999562768
acdc,for_those_about_to_rock,rock,0.8709781386892089,7.834984737841865e-31,0.1290218613108103
acdc,goodbye_and_good_riddance_to_bad_luck,rock,0.2799568646066161,5.391192674126338e-26,0.7200431353934821
acdc,gimme_a_bullet,rock,0.9126572999553592,2.4279576841760502e-09,0.0873426976166344
acdc,up_to_my_neck_in_you,rock,9.655739655432543e-07,4.768628030261986e-12,0.9999990344213189
acdc,whats_next_to_the_moon,rock,9.544794983813496e-07,5.102559675913866e-24,0.9999990455205542
acdc,goodbye__good_riddance_to_bad_luck,rock,0.16196204992681779,9.40051441273682e-26,0.838037950073275
acdc,lets_make_it,rock,3.197014471026465e-11,0.9999999443352878,5.563284500236661e-08
acdc,rock_your_heart_out,rock,0.9925415145925032,1.4049437455433372e-21,0.007458485407565681
acdc,shot_of_love,rock,2.722228009579667e-07,1.1768601772446448e-25,0.9999997277771315
acdc,come_and_get_it,rock,0.0004619819276583192,1.0541006264066558e-17,0.9995380180721891
acdc,give_it_up,rock,1.1912363931843063e-11,2.589047228516647e-06,0.9999974109406914
acdc,house_of_jazz,rock,0.999993981559931,2.4263609380805007e-27,6.018440081592522e-06
acdc,meltdown,rock,0.10766396522778045,0.015739329501707144,0.8765967052705661
acdc,safe_in_new_york_city,rock,0.9999999967990334,3.2007747832041723e-09,6.766364875726881e-21
acdc,satellite_blues,rock,0.9575929384841327,7.01701300297279e-21,0.042407061515906404
acdc,stiff_upper_lip,rock,0.9999405219313445,5.94780686754599e-05,8.741942431483858e-15
acdc,baby_please_dont,rock,0.0010445368202987298,2.941933036345424e-17,0.9989554631797867
acdc,untitled,rock,0.15850886640863934,0.0016968102880575396,0.8397943233033138
acdc,cod,rock,0.729141683230669,7.452120695484431e-09,0.2708583093172398
acdc,rock_n_roll_damnation_ost,rock,6.677277531770621e-06,6.168619093279839e-14,0.9999933227225134
acdc,rock_n_roll_dream,rock,0.054546647056013864,3.1935513220274086e-25,0.9454533529438853
acdc,get_it_hot,rock,3.70527399619605e-07,4.123532160218286e-11,0.9999996294314546
acdc,anything_goes,rock,1.025905565493882e-12,4.7495872900977703e-29,0.9999999999988631
acdc,hell_bells_ost,rock,0.03771153206824092,1.7184286857590165e-23,0.9622884679316812
acdc,hells_bells,rock,0.7283503038531801,1.8085796009252892e-15,0.2716496961468272
acdc,let_there_be_rock,rock,3.554893827964705e-11,3.7866633438849484e-27,0.9999999999645297
acdc,touch_too_much,rock,2.1951190418953683e-12,2.5265050890066456e-25,0.9999999999977263
acdc,ride_on,rock,7.418497081506267e-16,7.063146829929417e-31,1.0
acdc,if_you_want_blood_youve_got_it,rock,0.9996197602577863,0.00026645599544264614,0.00011378374678096777
acdc,rock_n_roll_singer,rock,0.011683983177311624,4.8485860712757404e-24,0.9883160168226026
acdc,go_down,rock,1.0223975334328959e-12,3.8008568204966005e-36,0.9999999999990905
acdc,walk_all_over_you,rock,2.1396453760303e-05,4.1779321479230523e-22,0.9999786035461387
acdc,war_machine,rock,0.9996305315478112,2.5079168236106877e-11,0.00036946842706626285
acdc,the_jack,rock,2.0218858838469593e-38,1.0592876351293308e-26,1.0
acdc,the_lack,rock,1.1548110022821509e-38,2.1307465538684344e-27,1.0
acdc,you_shook_me_all_night_long_ost,rock,1.983352841571323e-10,1.7623459251949656e-29,0.9999999998017302
acdc,moneytalks,rock,0.0005360295556321412,0.0007225169602568659,0.9987414534840888
acdc,aint_no_fun_waiting_round_to_be_a_millionaire,rock,1.1061375803934727e-14,5.750002810167029e-22,1.0
acdc,stormy_may_day,rock,0.991546391013368,1.9552826641605332e-13,0.008453608986424523
acdc,who_made_who,rock,3.861326225264937e-06,3.9986570714897906e-12,0.9999961386697094
acdc,jailbreak,rock,3.8152285063326965e-12,5.769214649124021e-19,0.9999999999961346
acdc,school_days,rock,1.0,9.390503046505836e-47,1.9383807058072522e-16
acdc,whole_lotta_rosie,rock,6.105111159092491e-07,2.4400549489084236e-14,0.9999993894889075
acdc,black_ice,rock,4.2944784892500143e-07,3.283332898057496e-08,0.9999995377187292
acdc,soul_stripper,rock,4.234976619564127e-08,8.984152685176446e-14,0.9999999576500622
acdc,fire_your_guns,rock,0.036685524435754,4.9539569335614856e-14,0.9633144755641079
acdc,dirty_eyes,rock,0.9999068594928645,6.520296925588975e-20,9.314050715526712e-05
acdc,stick_around,rock,6.916624569887179e-06,3.850142988114486e-15,0.9999930833753754
alan-jackson,i_slipped_and_fell_in_love,country,7.712569381950283e-16,4.880573850715718e-29,1.0
alan-jackson,who_says_you_cant_have_it_all,country,2.9132772506511916e-05,1.5209804791007763e-16,0.9999708672274636
alan-jackson,right_in_the_palm_of_your_hand,country,2.9856250762161384e-22,1.0830641500271218e-36,1.0
alan-jackson,if_you_want_to_make_me_happy,country,1.52433791698491e-22,7.131856265355888e-35,1.0
alan-jackson,redneck_games_1995,country,6.493804662003096e-20,5.276886016833333e-32,1.0
alan-jackson,blues_man_tribute_to_hank_jr,country,1.4593822659845444e-21,4.43921460558847e-36,1.0
alan-jackson,ill_go_on_lovin_you,country,2.0912098673877096e-05,5.86120188660606e-21,0.9999790879012792
alan-jackson,maybe_i_should_stay_here,country,2.115587672262374e-11,4.863643008049208e-20,0.9999999999788542
alan-jackson,someday_never_comes,country,2.671574490355648e-08,5.569020439061556e-27,0.9999999732842756
alan-jackson,three_minute_positive_not_too_country_uptemp_love_song,country,4.729608234191085e-31,9.528080603348235e-40,1.0
alan-jackson,when_daddy_let_me_drive,country,6.823849457734921e-40,5.303705970835241e-45,1.0
alan-jackson,farewell_party,country,2.3417138463247347e-12,2.6786788988382297e-24,0.9999999999977263
alan-jackson,kiss_an_angel_good_mornin,country,2.6208498299626626e-21,1.5560052492768537e-37,1.0
alan-jackson,margaritaville_with_jimmy_buffett,country,4.925988375327844e-12,1.1331778701643904e-21,0.9999999999949978
alan-jackson,lets_get_back_to_you_and_me,country,5.005947195237589e-12,4.572897006587433e-24,0.9999999999949978
alan-jackson,blessed_assurance,country,0.07128485988604734,1.7812567302526693e-13,0.9287151401138216
alan-jackson,small_town_southern_man,country,1.5387651161559841e-40,6.370023273858769e-78,1.0
alan-jackson,whos_cheatin_who,country,8.828985073113594e-19,1.7000362876143894e-37,1.0
alan-jackson,country_boy,country,1.7899830176898316e-38,1.815813228943187e-46,1.0
alan-jackson,it_must_be_love,country,0.0006273517625248085,1.1190476853491218e-33,0.9993726482373944
alan-jackson,never_loved_before__with_martina_mcbride,country,1.4652952787652482e-11,8.794455637748103e-26,0.9999999999854481
alan-jackson,a_holly_jolly_christmas,country,1.4258094931109362e-15,1.3208427208102814e-26,1.0
alan-jackson,little_bitty,country,4.5315132281896124e-33,4.05008119705157e-54,1.0
alan-jackson,have_yourself_a_merry_little_christmas,country,1.171503008782516e-06,1.7947093130012922e-23,0.9999988284970455
alan-jackson,were_all_gods_children,country,5.2540218959257975e-15,1.7974635824649627e-38,1.0
alan-jackson,gone_crazy,country,5.459114327764487e-07,5.942183639625066e-31,0.9999994540884598
alan-jackson,ill_try,country,0.0003335898379178078,4.7360863189431764e-24,0.9996664101621576
alan-jackson,designated_drinker,country,1.3772389588514608e-09,5.409606040509603e-20,0.9999999986227976
alan-jackson,the_blues_man,country,6.219707235400188e-22,4.3364349062939205e-36,1.0
alan-jackson,loves_got_a_hold_on_you,country,3.050095044192766e-13,6.986547895947645e-24,0.9999999999997726
alan-jackson,in_the_garden,country,0.0007743714852688922,1.3459095247017566e-19,0.9992256285147668
alan-jackson,rainy_day_in_june,country,4.752324531997347e-10,1.0367778668790026e-25,0.999999999524789
alan-jackson,just_playin_possum,country,1.72848525549307e-14,5.2037956140152805e-21,1.0
alan-jackson,nothing_left_to_do,country,4.1959491673137135e-29,7.236003491319298e-34,1.0
alan-jackson,first_love,country,1.0900177602585445e-15,3.065910408414785e-28,1.0
alan-jackson,i_wish_i_could_back_up,country,4.1346014716461845e-14,3.4220320286109515e-34,1.0
alan-jackson,look_at_me,country,1.3046172624455419e-09,8.108992712416134e-22,0.9999999986953299
alan-jackson,so_you_dont_have_to_love_me_anymore,country,8.31540427936839e-11,1.1540484047513707e-20,0.9999999999167812
alan-jackson,i_want_to_stroll_over_heaven_with_you,country,9.542285373569668e-05,8.428886049247918e-25,0.999904577146373
alan-jackson,if_jesus_walked_the_world_today,country,4.7436064819955265e-37,1.4578605460030566e-53,1.0
alan-jackson,thatd_be_alright,country,2.271237563902742e-20,2.558276091940333e-36,1.0
alan-jackson,tall_tall_trees,country,1.967094619705941e-07,2.1175199616283816e-29,0.9999998032906399
alan-jackson,home,country,2.0857961368007854e-23,1.1278233808698877e-37,1.0
alan-jackson,drive_for_daddy_gene,country,3.3638853101221977e-37,7.894447060860126e-46,1.0
alan-jackson,tequila_sunrise,country,2.1304982500745545e-08,1.6046169614218289e-21,0.9999999786949731
alan-jackson,bring_on_the_night,country,9.281233809302517e-09,1.806387794073753e-18,0.9999999907188339
alan-jackson,hurtin_comes_easy,country,2.0329112780862867e-11,2.5368707433260806e-31,0.9999999999797637
alan-jackson,from_a_distance,country,3.334542673701708e-09,3.29868662348937e-27,0.999999996665565
alan-jackson,hard_hat_and_a_hammer,country,2.73296953836801e-10,1.7160494020548187e-28,0.9999999997266968
alan-jackson,shes_got_her_daddys_money,country,1.9795085326268645e-23,1.570950297991746e-21,1.0
alan-jackson,what_a_day_yesterday_was,country,2.167591224493746e-08,5.890192844428118e-25,0.999999978324013
alan-jackson,when_love_comes_around,country,1.8909122843319048e-07,1.8137057263037857e-31,0.9999998109087934
alan-jackson,ace_of_hearts,country,1.3514645274715036e-12,2.890399881084424e-26,0.9999999999986358
alan-jackson,midnight_in_montgomery,country,2.805580633807152e-18,2.0697664162393448e-41,1.0
alan-jackson,murder_on_music_row,country,2.36920690416749e-10,8.649552992227592e-16,0.9999999997630766
alan-jackson,how_great_thou_art,country,8.493911122872206e-06,3.019243050095017e-11,0.9999915060585985
alan-jackson,turn_your_eyes_upon_jesus,country,0.07165770825994186,4.675160029232973e-31,0.9283422917399557
alan-jackson,tonight_i_climbed_the_wall,country,4.3961892536970765e-08,4.919598600738607e-26,0.9999999560382103
alan-jackson,1976,country,1.2385571589741518e-25,9.405507823006508e-38,1.0
alan-jackson,she_dont_know_shes_beautiful,country,1.5439828717395607e-09,1.3472685247915103e-25,0.9999999984559054
alan-jackson,blue_blooded_woman,country,8.595405418621151e-20,6.166496580850352e-40,1.0
alan-jackson,gone_country,country,1.2844780707714195e-45,2.231324724278742e-62,1.0
alan-jackson,softly_and_tenderly,country,0.9119211186249628,6.369171525252624e-16,0.0880788813750285
alan-jackson,once_in_a_lifetime_love,country,0.000198304893146571,7.703077107319466e-26,0.9998016951068738
alan-jackson,standing_on_the_promises,country,0.7376086219909641,4.092426345016289e-15,0.26239137800901735
alan-jackson,its_just_that_way,country,1.2695837493726843e-11,2.341511748968817e-21,0.9999999999872671
alan-jackson,the_talkin_song_repair_blues,country,5.726538645662292e-21,3.3634942070937005e-26,1.0
alan-jackson,i_only_want_you_for_christmas,country,1.5049359446056848e-07,6.495970566321398e-23,0.9999998495063778
alan-jackson,its_5_oclock_somewhere,country,2.9431370803582616e-34,1.9345213347933572e-44,1.0
alan-jackson,there_goes,country,1.1737526477863506e-09,3.853769925112088e-32,0.9999999988262971
alan-jackson,walkin_the_floor_over_me,country,5.436945247761748e-15,1.484161557437832e-23,1.0
alan-jackson,this_time,country,3.4818136408962425e-07,6.987608484737601e-31,0.9999996518186587
alan-jackson,the_angels_cried,country,7.77477753179698e-08,5.4682823486055145e-25,0.9999999222523032
alan-jackson,three_minute_positive_not_too_country_uptempo_love_song,country,8.030513243593313e-31,3.659771415039087e-40,1.0
alan-jackson,shes_got_the_rythm_and_i_got_the_blues,country,3.596063103982506e-16,2.5213924916024995e-19,1.0
alan-jackson,shes_got_the_rhythm_and_i_got_the_blues,country,6.792167344146156e-17,5.652604954219111e-20,1.0
alan-jackson,between_the_devil_and_me,country,7.073395870959878e-09,5.5446771271281295e-30,0.9999999929266323
alan-jackson,tis_so_sweet_to_trust_in_jesus,country,1.7520397455790087e-05,3.5873309980263487e-07,0.9999821208694938
alan-jackson,living_on_love,country,8.137232439665809e-22,7.413307854009277e-33,1.0
alan-jackson,livin_on_love,country,1.0942506279685014e-26,2.4693258262945545e-40,1.0
alan-jackson,chatahoochie,country,2.787495495889703e-40,2.129774687772067e-43,1.0
alan-jackson,long_way_to_go,country,3.3324221151123767e-23,3.611433683239205e-51,1.0
alan-jackson,who_i_am,country,2.2017900350782647e-07,6.950240938820619e-19,0.9999997798209066
alan-jackson,where_i_come_from,country,1.7715754037782188e-34,7.623739265541679e-50,1.0
alan-jackson,i_dont_even_know_your_name,country,6.125437982750101e-24,4.2724103277881846e-35,1.0
alan-jackson,its_time_you_learned_about_goodbye,country,1.0357114921970421e-13,5.036066411409588e-39,1.0
alan-jackson,a_love_like_that,country,1.6416866513809923e-27,7.237084848341731e-44,1.0
alan-jackson,right_on_the_money,country,1.3483235269447473e-24,7.565937983910735e-24,1.0
alan-jackson,strong_enough,country,3.6797627459934547e-17,5.696961236475035e-27,1.0
alan-jackson,summertime_blues,country,2.321439425183435e-20,1.52101060024111e-32,1.0
alan-jackson,santas_gonna_come_in_a_pickup_truck,country,5.025587835806049e-30,7.804166498851297e-39,1.0
alan-jackson,she_dont_get_the_blues,country,8.064837950519926e-16,8.933177625899782e-23,1.0
alan-jackson,ill_go_on_loving_you,country,5.36227757104527e-07,1.1866816038831255e-28,0.9999994637722994
alan-jackson,where_were_you_when_the_world_stopped_turning,country,8.477200845532154e-16,2.2883469412153323e-46,1.0
alan-jackson,sissys_song,country,2.6858404161320286e-17,3.8806250448423375e-32,1.0
alan-jackson,the_way_i_am,country,1.5288843365711545e-06,1.943526297007036e-12,0.999998471113745
alan-jackson,santa_claus_is_comin_to_town,country,1.2362659088668844e-19,1.1877930885383695e-39,1.0
alan-jackson,you_cant_give_up_on_love,country,3.044510783510631e-08,1.7554164369014193e-19,0.9999999695548927
alice-merton,jealousy,rock,0.9999998224736986,1.6601208424534701e-29,1.7752620176315822e-07
