artist,song,genre,rock,hiphop,country
chris-young,see_me_cry,country,1.381303508252884e-06,2.986028124869138e-24,0.9999986186965534
chris-young,that_makes_me,country,1.3315827862246157e-25,2.493732660068455e-35,1.0
chris-young,flowers,country,3.427107964132853e-09,2.319847054715819e-22,0.9999999965727966
chris-young,the_shoebox,country,4.707863884616247e-24,1.6979625679956728e-44,1.0
chris-young,where_would_i_be,country,3.5569723605112587e-10,3.132170150286841e-28,0.9999999996443876
chris-young,blacked_out,country,4.505366135243177e-14,3.759308435839272e-21,1.0
chris-young,i_know_a_guy,country,1.421917057044412e-24,1.736679402433752e-42,1.0
chris-young,sunshine_overtime,country,8.567765437514745e-34,2.853878299886963e-42,1.0
chris-young,hes_my_dad,country,1.933002560445463e-26,1.1418261718105283e-33,1.0
chris-young,hangin_on,country,1.6286703964467574e-26,1.3675426745177868e-28,1.0
chris-young,ill_be_home_for_christmas,country,2.277783632153209e-08,3.588246981990736e-19,0.9999999772221602
chris-young,drinkin_me_lonely,country,1.0970463375941519e-14,2.7960867454720125e-28,1.0
chris-young,save_water_drink_beer,country,7.63533545360975e-26,3.481239462725707e-30,1.0
chris-young,heartbeat,country,3.904967935815426e-21,2.9826644754268494e-30,1.0
chris-young,radio_and_the_rain,country,3.4123811574570984e-20,3.247051948681355e-37,1.0
chris-young,shes_got_a_way,country,2.720796094972532e-33,5.721993153708645e-31,1.0
chris-young,goodbye,country,3.0073281311469403e-13,6.776118308377128e-21,0.9999999999997726
chris-young,losing_sleep,country,6.794159232497012e-14,1.0416425023553529e-30,1.0
chris-young,center_of_my_world,country,8.631772406465503e-08,6.430805157985276e-26,0.9999999136823627
chris-young,o_holy_night,country,3.096502857425772e-08,1.8433106344140318e-30,0.9999999690348891
chris-young,swingin,country,2.5216169223044493e-30,6.657076258187345e-38,1.0
chris-young,forgiveness,country,0.19766037941130654,7.690318365605647e-24,0.8023396205887061
chris-young,lost,country,5.622754281963138e-28,5.7991573288436144e-55,1.0
chris-young,under_the_weather,country,1.6315560266236583e-15,2.4627757223627553e-35,1.0
chris-young,it_takes_a_man,country,1.586050081459663e-17,1.0749518701908306e-26,1.0
chris-young,rose_in_paradise,country,6.028666115931665e-14,1.169127341738926e-23,1.0
chris-young,silent_night_feat_boyz_ii_men,country,0.011414325939614634,3.2500733941477143e-13,0.9885856740600419
chris-young,devils_thumbprint,country,1.744449959708892e-24,1.0333206860680552e-42,1.0
chris-young,you,country,2.847986740876834e-15,1.699304025393556e-25,1.0
chris-young,the_first_noel_feat_brad_paisley,country,0.0002322128506207189,1.1672074380382737e-16,0.9997677871493508
chris-young,neon,country,3.718633442017143e-20,4.332137158248794e-34,1.0
chris-young,where_i_go_when_i_drink,country,5.106465086045602e-22,1.6756490295936828e-42,1.0
chris-young,woke_up_like_this,country,4.0436070003033376e-19,1.1229834837061504e-24,1.0
chris-young,no_heartache,country,6.793233737472661e-14,6.1385135835199565e-28,1.0
chris-young,were_gonna_find_it_tonight,country,1.4551634131043982e-20,2.346739886242064e-36,1.0
chris-young,tomorrow,country,3.946218223398863e-12,2.3473698420017505e-50,0.9999999999959073
chris-young,lonely_eyes,country,6.301005398244398e-15,1.2924801468809902e-40,1.0
chris-young,beer_or_gasoline,country,1.7836136489329495e-36,3.6423273172527406e-46,1.0
chris-young,the_dashboard,country,4.812819749667444e-25,2.951106357255033e-27,1.0
chris-young,im_comin_over,country,6.767795988211698e-11,2.9983500457328645e-26,0.9999999999322426
chris-young,it_must_be_christmas,country,9.211922712114484e-16,1.231017958463784e-33,1.0
chris-young,three_rounds,country,1.5903063587319186e-16,1.5369076951278053e-19,1.0
chris-young,lay_it_on_me,country,3.2031246072649797e-16,4.746091755911508e-38,1.0
chris-young,theres_a_new_kid_in_town_feat_alan_jackson,country,1.29161357491262e-12,1.2371372342760232e-29,0.9999999999986358
chris-young,text_me_texas,country,7.486760147911778e-13,1.9741626064396433e-14,0.9999999999993179
chris-young,aw_naw_single,country,7.405588783165225e-31,1.551564535571889e-26,1.0
chris-young,i_wish_i_was_lyin,country,1.9352340800878848e-13,9.210160913001972e-18,0.9999999999997726
chris-young,voices,country,8.426214561384458e-17,6.276868363060744e-22,1.0
chris-young,chiseled_in_stone,country,6.531763490470547e-13,7.156617009876874e-33,0.9999999999993179
chris-young,alone_tonight,country,8.676179829668311e-16,6.9986780497906385e-44,1.0
chris-young,dont_leave_her,country,3.831591231818638e-19,3.232878829664923e-26,1.0
chris-young,burn,country,6.190251780191707e-22,1.9198356301710384e-34,1.0
chuck-wicks,man_of_the_house,country,3.5805859821061456e-24,7.179225025403747e-34,1.0
chuck-wicks,i_dont_do_lonely_well,country,1.4672642508146684e-10,2.200120030424206e-28,0.999999999853344
chuck-wicks,hold_that_thought,country,2.087538908957623e-15,1.7608968068088612e-26,1.0
chuck-wicks,whole_damn_thing,country,5.709764283238565e-35,1.883944410503841e-36,1.0
chuck-wicks,salt_life,country,2.7466991019793975e-24,6.139546911149374e-31,1.0
chuck-wicks,love_yourself,country,1.155561152857628e-22,2.1261627091121618e-32,1.0
chuck-wicks,all_i_ever_wanted,country,5.309454724911632e-22,2.7041670490575235e-50,1.0
chuck-wicks,mine_all_mine,country,2.104228340234397e-11,4.3332634809939416e-24,0.9999999999788542
chuck-wicks,saturday_afternoon,country,8.54580817046226e-37,1.0328758329551807e-42,1.0
chuck-wicks,stealing_cinderella,country,9.101669788176572e-26,6.219300124790268e-26,1.0
chuck-wicks,what_if_you_stay,country,6.576011015935379e-07,9.512515186267162e-28,0.9999993423989397
chuck-wicks,tell_me,country,1.1112474962969426e-06,1.8624316159625927e-29,0.9999988887527059
chuck-wicks,old_school,country,3.3840083817168733e-21,6.807997708423178e-27,1.0
chuck-wicks,starting_now,country,1.7248498576205015e-16,1.250544590339698e-47,1.0
chuck-wicks,fix_me,country,0.00022228901024282024,4.71214352526211e-23,0.9997777109897767
chuck-wicks,us_again,country,4.634278428983785e-14,3.1202575857593854e-57,1.0
chuck-wicks,shes_gonna_hurt_somebody,country,1.5721716180877934e-33,5.936539956159173e-39,1.0
chuck-wicks,shes_gone,country,1.3456499633380421e-15,1.2296705428729912e-14,1.0
chuck-wicks,over_you_gettin_over_me,country,9.566454601552566e-14,5.253641333162726e-32,1.0
chuck-wicks,the_easy_part,country,4.572923332166116e-13,1.1354115958621198e-33,0.9999999999995453
chuck-wicks,if_we_loved,country,9.68015996255687e-13,2.6373001978585934e-38,0.9999999999990905
chuck-wicks,watcha_got_girl,country,5.0158454053218027e-36,1.427930994846641e-34,1.0
chuck-wicks,good_time_comin_on,country,3.443803664184006e-31,2.773472063600043e-48,1.0
chuck-wicks,always,country,0.00043704738863823903,4.181859635698599e-08,0.9995629107927926
chuck-wicks,when_youre_single,country,5.537682268437602e-18,3.8617310997911314e-33,1.0
cole-swindell,does_it_hurt,country,9.220900281204803e-36,1.0233719599605458e-29,1.0
cole-swindell,wildlife,country,5.099333662464531e-40,4.778248192932468e-47,1.0
cole-swindell,kiss,country,1.4946618627124675e-44,9.139322736697266e-43,1.0
cole-swindell,my_first_radio,country,6.935825403178541e-33,3.200040679331416e-40,1.0
cole-swindell,middle_of_a_memory,country,1.5389904755316243e-36,1.0515576530644409e-57,1.0
cole-swindell,home_game,country,2.7212749374305584e-33,1.3954189240920972e-42,1.0
cole-swindell,let_me_see_ya_girl,country,2.190723694646502e-28,1.0879052965014143e-34,1.0
cole-swindell,beer_in_the_headlights,country,1.3588647570605244e-32,4.438838572231574e-43,1.0
cole-swindell,flatliner,country,2.0465762874222835e-16,5.183579145804177e-17,1.0
cole-swindell,six_pack_lines,country,1.2917048012750567e-42,2.5621548060491555e-35,1.0
cole-swindell,somebodys_been_drinkin,country,1.662156793879139e-27,3.5687863415190144e-25,1.0
cole-swindell,making_my_way_to_you,country,1.702646363815957e-37,1.748235892031045e-44,1.0
cole-swindell,boomerang,country,6.133211366669668e-16,2.7679341569366456e-27,1.0
cole-swindell,dangerous_after_dark,country,1.2176705919974055e-19,1.720451028263036e-44,1.0
cole-swindell,hoppin_bonus_track,country,1.6012137952664555e-35,2.120966607861012e-29,1.0
cole-swindell,hey_yall,country,3.578013402194138e-24,3.3338801700867577e-28,1.0
cole-swindell,hope_you_get_lonely_tonight,country,3.09602342813712e-32,5.248332981136548e-32,1.0
cole-swindell,chillin_it,country,6.863202349571084e-38,2.5181352887619002e-42,1.0
cole-swindell,the_way_youre_lovin_me_now,country,4.333716821072619e-27,2.985475815682908e-50,1.0
cole-swindell,outta_my_head,country,3.725709770102684e-24,2.9736031224297342e-24,1.0
cole-swindell,blue_lights,country,6.806357817229681e-29,3.666695194814175e-44,1.0
cole-swindell,shouldve_ran_after_you,country,1.3828554831201621e-12,6.43161947430578e-37,0.9999999999986358
cole-swindell,down_home_boys,country,1.206152072521545e-29,4.1983846194629144e-39,1.0
cole-swindell,workin_on_me,country,9.0638293972223e-20,1.8852886616654882e-20,1.0
cole-swindell,the_back_roads__the_back_row,country,2.127662086741803e-26,8.409050121742682e-56,1.0
cole-swindell,the_back_roads_and_the_back_row,country,4.872931863273471e-10,2.001505375529157e-20,0.9999999995127382
cole-swindell,reason_to_drink,country,2.1763957756145678e-41,5.499838109123614e-45,1.0
cole-swindell,this_is_how_we_roll,country,9.188443619680779e-27,2.033413074641384e-34,1.0
cole-swindell,broke_down,country,2.0431006387164003e-36,5.282442181754184e-34,1.0
cole-swindell,no_can_left_behind,country,9.139131885020303e-31,9.047462000630297e-41,1.0
cole-swindell,remember_boys,country,4.254150052709632e-30,3.870650239374256e-23,1.0
cole-swindell,roller_coaster,country,4.7798694374877075e-27,9.633245142930801e-48,1.0
cole-swindell,ready,country,1.2388692308636568e-28,1.5983207222414399e-27,1.0
cole-swindell,shuttin_it_down,country,2.758425372397534e-35,3.349300273017329e-33,1.0
cole-swindell,gettin_forgotten_bonus_track,country,4.198058143550509e-35,1.2284281318893078e-33,1.0
cole-swindell,chevrolet_dj,country,3.762562991524695e-26,1.1392417333057691e-27,1.0
cole-swindell,party_wasnt_over,country,6.875759441547962e-48,2.405172534881513e-43,1.0
cole-swindell,brought_to_you_by_beer,country,1.9308981846034706e-30,1.026485551131391e-40,1.0
cole-swindell,a_dozen_roses_and_a_sixpack,country,4.097473744943113e-34,1.2841311373548025e-53,1.0
cole-swindell,dozen_roses__a_sixpack,country,2.233330672273594e-36,5.684898375521431e-49,1.0
cole-swindell,swayin,country,2.3318777096011073e-22,6.293430075403305e-37,1.0
cole-swindell,stay_downtown,country,1.7114966067710355e-24,1.4488384344763173e-38,1.0
cole-swindell,i_just_want_you,country,1.4927244096218823e-05,1.758064393634609e-24,0.9999850727558617
cole-swindell,get_me_some_of_that,country,5.244406998519899e-39,5.980192211981408e-34,1.0
cole-swindell,stars,country,6.082402010969892e-43,1.0602280935588005e-43,1.0
cole-swindell,up,country,4.2457716128900474e-27,2.997744640998671e-30,1.0
craig-morgan,little_bit_of_life,country,1.1040630190076265e-64,1.2269673291941294e-107,1.0
craig-morgan,look_at_em_fly,country,5.858873251609537e-14,4.777074597322225e-17,1.0
craig-morgan,nothin_goin_wrong_around_here,country,1.2254981209599509e-28,4.2072157341172065e-33,1.0
craig-morgan,i_am,country,0.21823822032988613,1.183905508300623e-27,0.7817617796700728
craig-morgan,cowboy_and_clown,country,3.1692261444798645e-24,9.131795309569062e-35,1.0
craig-morgan,where_has_my_hometown_gone,country,7.998467698328377e-22,2.1082308619298356e-40,1.0
craig-morgan,the_song,country,1.1811655046571315e-16,2.4386649817191965e-31,1.0
craig-morgan,being_alive_and_livin,country,9.25059013318079e-18,6.167721324227647e-29,1.0
craig-morgan,medley,country,1.6478259107526688e-35,3.2517578024453714e-65,1.0
craig-morgan,in_the_dream,country,8.213251396032278e-19,2.4159249168302066e-39,1.0
craig-morgan,look_at_us,country,1.9046097226396494e-16,9.898754915133275e-21,1.0
craig-morgan,god_family_and_country,country,1.0259427305386726e-22,4.394051104809696e-27,1.0
craig-morgan,almost_home,country,8.406682822703542e-37,1.2880102340143742e-53,1.0
craig-morgan,walking_in_my_fathers_shoes,country,8.422382782081634e-09,2.02331085579712e-18,0.9999999915776243
craig-morgan,walkin_in_my_fathers_shoes,country,1.231588630110656e-08,5.1542380302498496e-18,0.9999999876840775
craig-morgan,if_not_me,country,1.1114218524743877e-11,4.128796401247976e-20,0.9999999999888587
craig-morgan,this_aint_nothin,country,2.1438195418591076e-25,7.440079478692049e-43,1.0
craig-morgan,something_to_write_home_about,country,4.8152936731470174e-26,5.328341703872657e-31,1.0
craig-morgan,hush,country,9.025555447528166e-25,1.3998129295779588e-28,1.0
craig-morgan,lotta_man_in_that_little_boy,country,8.223063072119044e-20,2.4942666248849236e-25,1.0
craig-morgan,everythings_a_thing,country,2.248506468229177e-21,1.7393139740560472e-24,1.0
craig-morgan,evrythings_a_thing,country,1.0434737502606341e-21,1.2721872633808853e-24,1.0
craig-morgan,paradise,country,4.102674288480999e-07,5.321254134002528e-26,0.9999995897324812
craig-morgan,what_you_do_to_me,country,5.483027497386747e-07,1.7967141695125084e-16,0.9999994516971722
craig-morgan,i_didnt_drink,country,3.115884865912322e-15,1.8695122471764336e-24,1.0
craig-morgan,summer_moon,country,2.1062725758541635e-31,4.3219338354502445e-39,1.0
craig-morgan,thats_when_ill_believe_that_youre_gone,country,1.2529764403228449e-14,1.3153290614677497e-28,1.0
craig-morgan,everywhere_i_go,country,6.280337110449093e-12,8.517964407622426e-29,0.9999999999936335
craig-morgan,sticks,country,6.690135037727759e-33,3.886566994916926e-45,1.0
craig-morgan,its_me,country,4.412090538901802e-09,1.9208834992224915e-15,0.9999999955878138
craig-morgan,better_stories,country,1.020606479206923e-20,8.044345174040267e-32,1.0
craig-morgan,in_my_neighborhood,country,1.213158551102907e-21,3.6883828020512756e-28,1.0
craig-morgan,redneck_yacht_club,country,2.023258695915885e-31,6.437698186278359e-58,1.0
craig-morgan,international_harvester,country,4.3135633356079847e-26,2.926164548321432e-34,1.0
craig-morgan,it_took_a_woman,country,8.0583666438196e-20,6.854301899279698e-29,1.0
craig-morgan,rain_for_the_roses,country,2.7241586174068425e-23,4.215376479451848e-49,1.0
craig-morgan,when_a_man_cant_get_a_woman_off_his_mind,country,1.4863713731703687e-17,2.352900278306476e-24,1.0
craig-morgan,i_got_you,country,5.295825422778778e-13,1.1526772702263871e-39,0.9999999999995453
craig-morgan,i_want_us_back,country,2.6475590510596558e-06,1.2356376329005064e-20,0.9999973524410084
craig-morgan,corn_star,country,1.631453466480373e-41,1.2438160221291365e-40,1.0
craig-morgan,thats_why,country,2.417718419845199e-25,2.3536376972635213e-19,1.0
craig-morgan,if_you_like_that,country,1.0187790852648005e-25,9.406765925013082e-34,1.0
craig-morgan,wake_up_lovin_you,country,3.2598374288425954e-17,3.4032229537237144e-31,1.0
craig-morgan,what_matters_most,country,1.5484443441784844e-18,2.724779135744106e-26,1.0
craig-morgan,always_be_mine,country,7.553569843055385e-13,3.291806117237029e-32,0.9999999999993179
craig-morgan,aint_the_way_i_wanna_go_out,country,1.2553303385904982e-26,8.25811043162987e-36,1.0
craig-morgan,more_trucks_than_cars,country,1.6448819142695371e-28,6.1217249608076684e-52,1.0
craig-morgan,well_come_back_around,country,2.3877936439797617e-20,1.8772933279916025e-56,1.0
craig-morgan,thats_what_i_love_about_sunday,country,5.9632940345854225e-27,1.918201528629817e-35,1.0
craig-morgan,ordinary_angels,country,6.527119087801155e-08,6.43797766019269e-34,0.9999999347287506
craig-morgan,every_friday_afternoon,country,1.5688516269119993e-19,1.9644859612341732e-41,1.0
craig-morgan,this_ole_boy,country,3.9218983053521355e-42,6.23549177340853e-42,1.0
craig-morgan,my_kind_of_woman,country,8.969579468895342e-19,9.502095267158918e-31,1.0
craig-morgan,still_a_little_chicken_left_on_that_bone,country,9.665527120711055e-31,9.28161068075255e-40,1.0
craig-morgan,blame_me,country,4.8300557737699544e-27,6.792319610269516e-42,1.0
craig-morgan,country_boys_like_me,country,2.3192369301129562e-26,1.999101859107797e-43,1.0
craig-morgan,love_loves_a_long_night,country,2.5464686838154882e-30,8.387284980634227e-46,1.0
craig-morgan,every_red_light,country,7.195246075997801e-29,6.260966056848432e-32,1.0
craig-morgan,summer_sundown,country,1.1911508730546807e-29,2.0016650889606334e-48,1.0
craig-morgan,planet_her,country,6.380444947598246e-13,2.444970683715247e-34,0.9999999999993179
craig-morgan,im_country,country,2.903440622424804e-45,7.288749748904421e-50,1.0
craig-morgan,god_must_really_love_me,country,1.2941800358737353e-08,7.071727776622439e-23,0.9999999870581178
craig-morgan,302_south_maple_avenue,country,2.0811206680175206e-24,1.8878125161236884e-34,1.0
craig-morgan,when_you_kiss_me,country,2.9502581306460544e-09,6.552553707352515e-31,0.9999999970498266
craig-morgan,bonfire,country,2.234007176294762e-16,4.3441149930597885e-20,1.0
craig-morgan,you_never_know,country,6.3610484451041005e-21,8.518469124575426e-37,1.0
craig-morgan,the_whole_world_needs_a_kitchen,country,7.066519672851996e-22,8.327700079725428e-28,1.0
craig-morgan,lookin_back_with_you,country,2.9766408524753285e-23,2.0738944886341907e-37,1.0
craig-morgan,show_me_your_tattoo,country,2.962596669148521e-16,1.209750157786736e-27,1.0
craig-morgan,sweet_old_fashion_goodness,country,5.823220318474302e-15,3.7474723861349465e-26,1.0
craig-morgan,sweet_old_fashioned_goodness,country,1.2969289399969927e-13,1.0531346646892717e-24,0.9999999999997726
craig-morgan,the_ballad_of_mr_jenkins,country,2.2250108168089448e-27,2.458286223731824e-49,1.0
craig-morgan,a_whole_lot_more_to_me,country,3.3927087503200816e-30,3.0596950825570105e-42,1.0
craig-morgan,nowhere_without_you,country,1.521382437029065e-05,3.304532817758619e-18,0.9999847861756717
craig-morgan,money,country,5.388520381944758e-17,0.8684399830714814,0.13156001692862818
craig-morgan,love_remembers,country,3.380494192224827e-20,2.0090175802211744e-46,1.0
creedence-clearwater-revival,poor_boy_shuffle,rock,0.9939332303878295,0.006048782942746192,1.798666943720585e-05
creedence-clearwater-revival,i_heard_it_through_the_grapewine,rock,2.3282154150407236e-08,3.3316491738711485e-26,0.9999999767178454
creedence-clearwater-revival,midnight_special,rock,6.836668337407474e-07,2.0909994018870968e-18,0.9999993163330664
creedence-clearwater-revival,down_on_the_corner__mono_single,rock,0.9995535658843752,5.1532317289332426e-24,0.00044643411573055454
creedence-clearwater-revival,night_time_is_the_right_time_live_1970,rock,0.10649253739677972,9.321227862632057e-12,0.8935074625939081
creedence-clearwater-revival,down_on_the_corner__live,rock,0.9989271077640103,2.0768203041949194e-23,0.0010728922360101723
creedence-clearwater-revival,down_on_the_corner__live,rock,0.9989271077640103,2.0768203041949194e-23,0.0010728922360101723
creedence-clearwater-revival,door_to_door_live_in_europe_71,rock,6.875526466878014e-08,2.5105789767117992e-26,0.9999999312449314
creedence-clearwater-revival,hello_mary_lou,rock,0.5131825030523457,2.3021152714004925e-31,0.4868174969476767
creedence-clearwater-revival,ooby_dooby,rock,0.9999982525076155,2.931281475512727e-09,1.7445610587201813e-06
creedence-clearwater-revival,hey_tonight,rock,0.0757443895546983,5.708615683857157e-17,0.9242556104452636
creedence-clearwater-revival,wish_i_could_hideaway,rock,8.826314259749561e-05,6.89836648238811e-23,0.9999117368574253
creedence-clearwater-revival,i_put_a_spell_on_you,rock,0.0004791045532167558,3.0395412514705285e-10,0.9995208951427913
creedence-clearwater-revival,bad_moon_rising_live__1970,rock,0.9998208969461713,1.1179201776353542e-24,0.0001791030538341618
creedence-clearwater-revival,bad_moon_rising_live__1970,rock,0.9998208969461713,1.1179201776353542e-24,0.0001791030538341618
creedence-clearwater-revival,bad_moon_rising_live__1970,rock,0.9998208969461713,1.1179201776353542e-24,0.0001791030538341618
creedence-clearwater-revival,bad_moon_rising_live__1970,rock,0.9998208969461713,1.1179201776353542e-24,0.0001791030538341618
creedence-clearwater-revival,bad_moon_rising__mono_single,rock,0.9999284558010451,1.3745643325341772e-24,7.154419895715996e-05
creedence-clearwater-revival,45_revolutions_per_minute_part_1,rock,0.3594094747796022,3.7022387113782825e-07,0.6405901549964834
creedence-clearwater-revival,45_revolutions_per_minute_part_1,rock,0.3594094747796022,3.7022387113782825e-07,0.6405901549964834
creedence-clearwater-revival,porterville,rock,3.13140907799347e-05,1.2439948264369003e-15,0.9999686859092313
creedence-clearwater-revival,jeremiah_was_a_bullfrog,rock,2.4996669312931547e-06,4.2534607328462984e-36,0.9999975003331065
creedence-clearwater-revival,lodi,rock,0.0007908447345040714,7.206792436268189e-20,0.9992091552654826
creedence-clearwater-revival,lookin_out_my_back_door__mono_single,rock,0.9920565727054921,3.800717360809899e-12,0.007943427290688717
creedence-clearwater-revival,keep_on_chooglin_live_1970,rock,0.9999706793422637,7.084375260713196e-16,2.9320657652224017e-05
creedence-clearwater-revival,proud_mary,rock,1.232779169598181e-13,3.2964686594690194e-24,0.9999999999997726
creedence-clearwater-revival,rolling_on_the_river,rock,1.7846338949469997e-08,5.1186837485426875e-25,0.9999999821536677
creedence-clearwater-revival,sail_away,rock,0.6176165264781242,5.794987147646172e-24,0.3823834735219322
creedence-clearwater-revival,wrote_a_song_for_everyone,rock,0.039396143404624405,7.915421407437203e-18,0.9606038565954097
creedence-clearwater-revival,molina,rock,6.691199144206544e-06,4.137099404738332e-17,0.9999933088008574
creedence-clearwater-revival,penthouse_pauper,rock,1.5226273379648586e-07,1.3541975008663256e-17,0.9999998477371834
creedence-clearwater-revival,born_on_the_bayou,rock,2.901339577589668e-06,2.155669584179714e-22,0.9999970986604036
creedence-clearwater-revival,it_came_out_of_the_sky,rock,7.492733045609686e-09,3.1912257916466133e-22,0.9999999925073553
creedence-clearwater-revival,graveyard_train,rock,0.10051587803068363,2.5073708554397397e-16,0.8994841219693359
creedence-clearwater-revival,long_as_i_can_see_the_light,rock,3.028407036386979e-05,7.892661480130017e-21,0.9999697159295965
creedence-clearwater-revival,traveling_band,rock,0.9186809869650145,3.958289975160275e-24,0.08131901303509306
creedence-clearwater-revival,travelin_band__live,rock,0.9944370900391942,2.5373821195425605e-29,0.005562909960866216
creedence-clearwater-revival,travelin_band__live,rock,0.9944370900391942,2.5373821195425605e-29,0.005562909960866216
creedence-clearwater-revival,travelin_band__live,rock,0.9944370900391942,2.5373821195425605e-29,0.005562909960866216
creedence-clearwater-revival,travelin_band__live,rock,0.9944370900391942,2.5373821195425605e-29,0.005562909960866216
creedence-clearwater-revival,fortunate_son,rock,2.809087985457509e-10,1.9160536725213664e-06,0.9999980836653494
creedence-clearwater-revival,have_you_ever_seen_the_rain__mono_single,rock,0.0014730143334220674,4.677467339964488e-13,0.9985269856661284
creedence-clearwater-revival,up_around_the_bend,rock,5.150744456927698e-07,6.462481810028005e-24,0.9999994849255435
creedence-clearwater-revival,tombstone_shadow__live,rock,0.9999439236497011,1.66239554746508e-19,5.6076350346442094e-05
creedence-clearwater-revival,tombstone_shadow__live,rock,0.9999439236497011,1.66239554746508e-19,5.6076350346442094e-05
creedence-clearwater-revival,commotion__live,rock,0.9999970861075943,3.0362637062414917e-12,2.913889278422773e-06
creedence-clearwater-revival,commotion__live,rock,0.9999970861075943,3.0362637062414917e-12,2.913889278422773e-06
creedence-clearwater-revival,sweet_hitchhiker,rock,8.035511024514724e-11,5.054178681837846e-29,0.9999999999197371
creedence-clearwater-revival,get_down_woman,rock,0.0027028147848710965,3.5750547599570836e-14,0.9972971852150709
creedence-clearwater-revival,green_river,rock,1.0615270292070587e-06,7.396055052121877e-20,0.999998938473022
creedence-clearwater-revival,dont_look_now_live,rock,0.9665759680617855,4.587180976489516e-14,0.03342403193821117
creedence-clearwater-revival,run_through_the_jungle,rock,0.9991855358126304,8.316845055783584e-06,0.0008061473422881231
creedence-clearwater-revival,the_night_time_is_the_right_time_live,rock,0.999991063444354,1.229826896736002e-30,8.936555646077183e-06
creedence-clearwater-revival,chameleon,rock,0.9678968194187165,4.354002603010115e-07,0.032102745180952005
dan-shay,parking_brake,country,1.5473900567274706e-33,4.568310634674798e-42,1.0
dan-shay,all_nighter,country,3.3175282404689023e-25,1.1796858884923178e-38,1.0
dan-shay,party_girl,country,3.8407058908273445e-34,1.2160555305449676e-47,1.0
dan-shay,obsessed,country,5.0687812910901294e-21,1.1313083366039656e-30,1.0
dan-shay,sway,country,1.82184710165035e-24,2.038073089688851e-42,1.0
dan-shay,what_keeps_you_up_at_night,country,1.3255705648538307e-28,1.4240294348563489e-33,1.0
dan-shay,already_ready,country,3.856282848499196e-28,1.5041087502803395e-23,1.0
dan-shay,from_the_ground_up,country,4.3399029558984986e-16,1.8690709039397427e-54,1.0
dan-shay,have_yourself_a_merry_little_christmas,country,1.0341989518409607e-05,2.2564002378501042e-21,0.9999896580105092
dan-shay,somewhere_only_we_know,country,2.1343934054686136e-33,4.029607963742662e-39,1.0
dan-shay,how_not_to,country,6.171643152088027e-14,2.3470027432096062e-35,1.0
dan-shay,tequila,country,1.4049447726422323e-32,7.12146844341818e-34,1.0
dan-shay,i_heard_goodbye,country,1.5084339975959233e-10,1.789768391661735e-35,0.9999999998492513
dan-shay,alone_together,country,5.495056844432931e-19,3.187755773488328e-50,1.0
dan-shay,what_you_do_to_me,country,1.3347081145403283e-41,1.510000208347806e-44,1.0
dan-shay,all_to_myself,country,3.7225045302249054e-07,1.9286336546674943e-35,0.9999996277495722
dan-shay,island_time,country,2.495230772064804e-32,5.631103217861136e-38,1.0
dan-shay,19_you__me,country,7.654522047952696e-30,5.774089026214481e-48,1.0
dan-shay,cant_say_no,country,2.5759154888630398e-23,5.2234093658696525e-31,1.0
dan-shay,lately,country,3.194376338369123e-23,5.4456532611175635e-47,1.0
dan-shay,nothin_like_you,country,1.0722402322928984e-30,5.123193952421859e-34,1.0
dan-shay,close_your_eyes,country,6.162623110984222e-12,1.305503400980049e-26,0.9999999999938609
dan-shay,lipstick,country,5.133085365020777e-39,4.1712631478039986e-45,1.0
dan-shay,round_the_clock,country,1.6505968750319832e-17,1.3548098025415924e-35,1.0
dan-shay,make_or_break,country,2.4432575016384635e-11,9.604850725016369e-21,0.999999999975671
dan-shay,when_i_pray_for_you,country,4.0872957180934116e-21,2.8461904792782385e-24,1.0
dan-shay,road_trippin,country,2.2471540751908103e-47,4.575624119358339e-54,1.0
dan-shay,first_time_feeling,country,4.157126418056808e-50,7.126509979229157e-74,1.0
dan-shay,stop_drop__roll,country,2.8910184653671736e-32,7.913135120381928e-35,1.0
dan-shay,my_side_of_the_fence,country,8.240877046781018e-18,4.8634076664249706e-48,1.0
dan-shay,no_such_thing,country,2.944362270849096e-32,3.550898807342327e-39,1.0
dan-shay,speechless,country,2.692236682231296e-15,8.713345180362367e-32,1.0
dan-shay,stupid_love,country,7.078893173680409e-22,3.5926559260067256e-29,1.0
dan-shay,show_you_off,country,1.0452000572630942e-24,2.630085668297571e-20,1.0
darius-rucker,homegrown_honey,country,5.56466324884975e-41,7.413369524606092e-64,1.0
darius-rucker,alright,country,6.61943555560475e-16,2.412883951266589e-40,1.0
darius-rucker,all_right_by_me,country,2.85465218769823e-16,7.102056888536792e-33,1.0
darius-rucker,whiskey__you,country,1.5596376298634925e-10,1.4300538076093936e-26,0.9999999998440217
darius-rucker,low_country,country,1.199051371586697e-27,1.6676293564259755e-37,1.0
darius-rucker,im_glad_youre_mine,country,4.728261963809975e-11,8.353752889721431e-29,0.9999999999527063
darius-rucker,im_glad_youre_mine,country,4.728261963809975e-11,8.353752889721431e-29,0.9999999999527063
darius-rucker,please_come_home_for_christmas,country,8.942326284211147e-06,5.571699872549656e-39,0.9999910576736616
darius-rucker,bring_it_on,country,5.1942724779527936e-24,4.620617793916046e-43,1.0
darius-rucker,leavin_the_light_on,country,7.380520467794374e-17,2.382404924922473e-29,1.0
